event,call_index,j,tries,side,extra,dt
rr_cpp_ext,1303,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1303,1303,1,loop,Ratrecon1_total,0.000289
rr_map,1303,1303,1,loop,Maple_Ratrecon,9.6e-05
rr_cpp_ext,1304,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1304,1304,1,loop,Ratrecon1_total,0.000315
rr_map,1304,1304,1,loop,Maple_Ratrecon,0.000106
rr_cpp_ext,1305,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,1305,1305,1,loop,Ratrecon1_total,0.000297
rr_map,1305,1305,1,loop,Maple_Ratrecon,9.8e-05
rr_cpp_ext,1306,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1306,1306,1,loop,Ratrecon1_total,0.000342
rr_map,1306,1306,1,loop,Maple_Ratrecon,0.000102
rr_cpp_ext,1307,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1307,1307,1,loop,Ratrecon1_total,0.000357
rr_map,1307,1307,1,loop,Maple_Ratrecon,0.000142
rr_cpp_ext,1308,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1308,1308,1,loop,Ratrecon1_total,0.000327
rr_map,1308,1308,1,loop,Maple_Ratrecon,0.000114
rr_cpp_ext,1309,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,1309,1309,1,loop,Ratrecon1_total,0.000325
rr_map,1309,1309,1,loop,Maple_Ratrecon,0.000106
rr_cpp_ext,1310,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,1310,1310,1,loop,Ratrecon1_total,0.000336
rr_map,1310,1310,1,loop,Maple_Ratrecon,0.000109
rr_cpp_ext,1311,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1311,1311,1,loop,Ratrecon1_total,0.000301
rr_map,1311,1311,1,loop,Maple_Ratrecon,0.000118
rr_cpp_ext,1312,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1312,1312,1,loop,Ratrecon1_total,0.000353
rr_map,1312,1312,1,loop,Maple_Ratrecon,0.000105
rr_cpp_ext,1313,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1313,1313,1,loop,Ratrecon1_total,0.000334
rr_map,1313,1313,1,loop,Maple_Ratrecon,0.000112
rr_cpp_ext,1314,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1314,1314,1,loop,Ratrecon1_total,0.000304
rr_map,1314,1314,1,loop,Maple_Ratrecon,9.9e-05
rr_cpp_ext,1315,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1315,1315,1,loop,Ratrecon1_total,0.000326
rr_map,1315,1315,1,loop,Maple_Ratrecon,0.000105
rr_cpp_ext,1316,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1316,1316,1,loop,Ratrecon1_total,0.00032
rr_map,1316,1316,1,loop,Maple_Ratrecon,0.000109
rr_cpp_ext,1317,"-","-",proc,degU=10;degM=11,4.5e-05
rr_cpp,1317,1317,1,loop,Ratrecon1_total,0.000362
rr_map,1317,1317,1,loop,Maple_Ratrecon,0.000117
rr_cpp_ext,1318,"-","-",proc,degU=10;degM=11,5e-05
rr_cpp,1318,1318,1,loop,Ratrecon1_total,0.000352
rr_map,1318,1318,1,loop,Maple_Ratrecon,0.000101
rr_cpp_ext,1319,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,1319,1319,1,loop,Ratrecon1_total,0.000398
rr_map,1319,1319,1,loop,Maple_Ratrecon,0.000114
rr_cpp_ext,1320,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1320,1320,1,loop,Ratrecon1_total,0.000329
rr_map,1320,1320,1,loop,Maple_Ratrecon,0.000122
rr_cpp_ext,1321,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,1321,1321,1,loop,Ratrecon1_total,0.000324
rr_map,1321,1321,1,loop,Maple_Ratrecon,0.000107
rr_cpp_ext,1322,"-","-",proc,degU=10;degM=11,4.4e-05
rr_cpp,1322,1322,1,loop,Ratrecon1_total,0.000352
rr_map,1322,1322,1,loop,Maple_Ratrecon,0.000105
rr_cpp_ext,1323,"-","-",proc,degU=10;degM=11,2.9e-05
rr_cpp,1323,1323,1,loop,Ratrecon1_total,0.000329
rr_map,1323,1323,1,loop,Maple_Ratrecon,0.00011
rr_cpp_ext,1324,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,1324,1324,1,loop,Ratrecon1_total,0.000301
rr_map,1324,1324,1,loop,Maple_Ratrecon,0.000101
rr_cpp_ext,1325,"-","-",proc,degU=10;degM=11,4.2e-05
rr_cpp,1325,1325,1,loop,Ratrecon1_total,0.000332
rr_map,1325,1325,1,loop,Maple_Ratrecon,0.000115
rr_cpp_ext,1326,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1326,1326,1,loop,Ratrecon1_total,0.00036
rr_map,1326,1326,1,loop,Maple_Ratrecon,0.000122
rr_cpp_ext,1327,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1327,1327,1,loop,Ratrecon1_total,0.000306
rr_map,1327,1327,1,loop,Maple_Ratrecon,0.00013
rr_cpp_ext,1328,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1328,1328,1,loop,Ratrecon1_total,0.000282
rr_map,1328,1328,1,loop,Maple_Ratrecon,0.0001
rr_cpp_ext,1329,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,1329,1329,1,loop,Ratrecon1_total,0.000631
rr_map,1329,1329,1,loop,Maple_Ratrecon,0.000119
rr_cpp_ext,1330,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,1330,1330,1,loop,Ratrecon1_total,0.000354
rr_map,1330,1330,1,loop,Maple_Ratrecon,0.000127
rr_cpp_ext,1331,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,1331,1331,1,loop,Ratrecon1_total,0.000336
rr_map,1331,1331,1,loop,Maple_Ratrecon,0.000114
rr_cpp_ext,1332,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,1332,1332,1,loop,Ratrecon1_total,0.00034
rr_map,1332,1332,1,loop,Maple_Ratrecon,0.000119
rr_cpp_ext,1333,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,1333,1333,1,loop,Ratrecon1_total,0.000354
rr_map,1333,1333,1,loop,Maple_Ratrecon,0.000114
rr_cpp_ext,1334,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1334,1334,1,loop,Ratrecon1_total,0.000356
rr_map,1334,1334,1,loop,Maple_Ratrecon,0.000119
rr_cpp_ext,1335,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1335,1335,1,loop,Ratrecon1_total,0.000284
rr_map,1335,1335,1,loop,Maple_Ratrecon,0.000115
rr_cpp_ext,1336,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,1336,1336,1,loop,Ratrecon1_total,0.000378
rr_map,1336,1336,1,loop,Maple_Ratrecon,0.000117
rr_cpp_ext,1337,"-","-",proc,degU=10;degM=11,5e-05
rr_cpp,1337,1337,1,loop,Ratrecon1_total,0.000382
rr_map,1337,1337,1,loop,Maple_Ratrecon,0.000132
rr_cpp_ext,1338,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,1338,1338,1,loop,Ratrecon1_total,0.000359
rr_map,1338,1338,1,loop,Maple_Ratrecon,0.000121
rr_cpp_ext,1339,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1339,1339,1,loop,Ratrecon1_total,0.000523
rr_map,1339,1339,1,loop,Maple_Ratrecon,0.000127
rr_cpp_ext,1340,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1340,1340,1,loop,Ratrecon1_total,0.000291
rr_map,1340,1340,1,loop,Maple_Ratrecon,0.000113
rr_cpp_ext,1341,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1341,1341,1,loop,Ratrecon1_total,0.000346
rr_map,1341,1341,1,loop,Maple_Ratrecon,0.000113
rr_cpp_ext,1342,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1342,1342,1,loop,Ratrecon1_total,0.000343
rr_map,1342,1342,1,loop,Maple_Ratrecon,0.000108
rr_cpp_ext,1343,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,1343,1343,1,loop,Ratrecon1_total,0.000367
rr_map,1343,1343,1,loop,Maple_Ratrecon,0.000105
rr_cpp_ext,1344,"-","-",proc,degU=10;degM=11,3e-05
rr_cpp,1344,1344,1,loop,Ratrecon1_total,0.000318
rr_map,1344,1344,1,loop,Maple_Ratrecon,0.000101
rr_cpp_ext,1345,"-","-",proc,degU=10;degM=11,5.1e-05
rr_cpp,1345,1345,1,loop,Ratrecon1_total,0.000355
rr_map,1345,1345,1,loop,Maple_Ratrecon,0.000118
rr_cpp_ext,1346,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1346,1346,1,loop,Ratrecon1_total,0.000366
rr_map,1346,1346,1,loop,Maple_Ratrecon,0.000108
rr_cpp_ext,1347,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1347,1347,1,loop,Ratrecon1_total,0.00036
rr_map,1347,1347,1,loop,Maple_Ratrecon,0.000111
rr_cpp_ext,1348,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1348,1348,1,loop,Ratrecon1_total,0.000361
rr_map,1348,1348,1,loop,Maple_Ratrecon,0.000137
rr_cpp_ext,1349,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1349,1349,1,loop,Ratrecon1_total,0.000341
rr_map,1349,1349,1,loop,Maple_Ratrecon,0.000106
rr_cpp_ext,1350,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1350,1350,1,loop,Ratrecon1_total,0.000315
rr_map,1350,1350,1,loop,Maple_Ratrecon,0.000118
rr_cpp_ext,1351,"-","-",proc,degU=10;degM=11,4.5e-05
rr_cpp,1351,1351,1,loop,Ratrecon1_total,0.000333
rr_map,1351,1351,1,loop,Maple_Ratrecon,0.000106
rr_cpp_ext,1352,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,1352,1352,1,loop,Ratrecon1_total,0.000307
rr_map,1352,1352,1,loop,Maple_Ratrecon,0.000122
rr_cpp_ext,1353,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1353,1353,1,loop,Ratrecon1_total,0.000295
rr_map,1353,1353,1,loop,Maple_Ratrecon,0.000112
rr_cpp_ext,1354,"-","-",proc,degU=10;degM=11,4.2e-05
rr_cpp,1354,1354,1,loop,Ratrecon1_total,0.000322
rr_map,1354,1354,1,loop,Maple_Ratrecon,0.000111
rr_cpp_ext,1355,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,1355,1355,1,loop,Ratrecon1_total,0.000367
rr_map,1355,1355,1,loop,Maple_Ratrecon,0.000109
rr_cpp_ext,1356,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,1356,1356,1,loop,Ratrecon1_total,0.000361
rr_map,1356,1356,1,loop,Maple_Ratrecon,0.000123
rr_cpp_ext,1357,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1357,1357,1,loop,Ratrecon1_total,0.000343
rr_map,1357,1357,1,loop,Maple_Ratrecon,0.000118
rr_cpp_ext,1358,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1358,1358,1,loop,Ratrecon1_total,0.000289
rr_map,1358,1358,1,loop,Maple_Ratrecon,0.000121
rr_cpp_ext,1359,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,1359,1359,1,loop,Ratrecon1_total,0.000353
rr_map,1359,1359,1,loop,Maple_Ratrecon,0.000114
rr_cpp_ext,1360,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1360,1360,1,loop,Ratrecon1_total,0.000345
rr_map,1360,1360,1,loop,Maple_Ratrecon,0.000117
rr_cpp_ext,1361,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1361,1361,1,loop,Ratrecon1_total,0.000324
rr_map,1361,1361,1,loop,Maple_Ratrecon,0.000111
rr_cpp_ext,1362,"-","-",proc,degU=10;degM=11,2.7e-05
rr_cpp,1362,1362,1,loop,Ratrecon1_total,0.000263
rr_map,1362,1362,1,loop,Maple_Ratrecon,9.6e-05
rr_cpp_ext,1363,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1363,1363,1,loop,Ratrecon1_total,0.000362
rr_map,1363,1363,1,loop,Maple_Ratrecon,0.000115
rr_cpp_ext,1364,"-","-",proc,degU=10;degM=11,4.6e-05
rr_cpp,1364,1364,1,loop,Ratrecon1_total,0.000382
rr_map,1364,1364,1,loop,Maple_Ratrecon,0.000132
rr_cpp_ext,1365,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1365,1365,1,loop,Ratrecon1_total,0.000328
rr_map,1365,1365,1,loop,Maple_Ratrecon,0.000104
rr_cpp_ext,1366,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,1366,1366,1,loop,Ratrecon1_total,0.000321
rr_map,1366,1366,1,loop,Maple_Ratrecon,0.000107
rr_cpp_ext,1367,"-","-",proc,degU=10;degM=11,3e-05
rr_cpp,1367,1367,1,loop,Ratrecon1_total,0.000313
rr_map,1367,1367,1,loop,Maple_Ratrecon,9.9e-05
rr_cpp_ext,1368,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1368,1368,1,loop,Ratrecon1_total,0.000314
rr_map,1368,1368,1,loop,Maple_Ratrecon,0.000109
rr_cpp_ext,1369,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1369,1369,1,loop,Ratrecon1_total,0.000367
rr_map,1369,1369,1,loop,Maple_Ratrecon,0.000119
rr_cpp_ext,1370,"-","-",proc,degU=10;degM=11,6e-05
rr_cpp,1370,1370,1,loop,Ratrecon1_total,0.000337
rr_map,1370,1370,1,loop,Maple_Ratrecon,0.000118
rr_cpp_ext,1371,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,1371,1371,1,loop,Ratrecon1_total,0.000327
rr_map,1371,1371,1,loop,Maple_Ratrecon,0.000156
rr_cpp_ext,1372,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,1372,1372,1,loop,Ratrecon1_total,0.000368
rr_map,1372,1372,1,loop,Maple_Ratrecon,0.000116
rr_cpp_ext,1373,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,1373,1373,1,loop,Ratrecon1_total,0.000386
rr_map,1373,1373,1,loop,Maple_Ratrecon,0.000117
rr_cpp_ext,1374,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1374,1374,1,loop,Ratrecon1_total,0.000377
rr_map,1374,1374,1,loop,Maple_Ratrecon,0.000115
rr_cpp_ext,1375,"-","-",proc,degU=10;degM=11,4.9e-05
rr_cpp,1375,1375,1,loop,Ratrecon1_total,0.000382
rr_map,1375,1375,1,loop,Maple_Ratrecon,0.000141
rr_cpp_ext,1376,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,1376,1376,1,loop,Ratrecon1_total,0.000406
rr_map,1376,1376,1,loop,Maple_Ratrecon,0.000158
rr_cpp_ext,1377,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,1377,1377,1,loop,Ratrecon1_total,0.000401
rr_map,1377,1377,1,loop,Maple_Ratrecon,0.000176
rr_cpp_ext,1378,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,1378,1378,1,loop,Ratrecon1_total,0.000348
rr_map,1378,1378,1,loop,Maple_Ratrecon,0.000112
rr_cpp_ext,1379,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,1379,1379,1,loop,Ratrecon1_total,0.000381
rr_map,1379,1379,1,loop,Maple_Ratrecon,0.000126
rr_cpp_ext,1380,"-","-",proc,degU=10;degM=11,6.4e-05
rr_cpp,1380,1380,1,loop,Ratrecon1_total,0.000469
rr_map,1380,1380,1,loop,Maple_Ratrecon,0.000126
rr_cpp_ext,1381,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,1381,1381,1,loop,Ratrecon1_total,0.0004
rr_map,1381,1381,1,loop,Maple_Ratrecon,0.000151
rr_cpp_ext,1382,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1382,1382,1,loop,Ratrecon1_total,0.000329
rr_map,1382,1382,1,loop,Maple_Ratrecon,0.000113
rr_cpp_ext,1383,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1383,1383,1,loop,Ratrecon1_total,0.000325
rr_map,1383,1383,1,loop,Maple_Ratrecon,0.000111
rr_cpp_ext,1384,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,1384,1384,1,loop,Ratrecon1_total,0.00034
rr_map,1384,1384,1,loop,Maple_Ratrecon,0.000106
rr_cpp_ext,1385,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,1385,1385,1,loop,Ratrecon1_total,0.000331
rr_map,1385,1385,1,loop,Maple_Ratrecon,0.000109
rr_cpp_ext,1386,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,1386,1386,1,loop,Ratrecon1_total,0.000325
rr_map,1386,1386,1,loop,Maple_Ratrecon,0.000112
rr_cpp_ext,1387,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,1387,1387,1,loop,Ratrecon1_total,0.000333
rr_map,1387,1387,1,loop,Maple_Ratrecon,0.000109
rr_cpp_ext,1388,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1388,1388,1,loop,Ratrecon1_total,0.000338
rr_map,1388,1388,1,loop,Maple_Ratrecon,0.000116
rr_cpp_ext,1389,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,1389,1389,1,loop,Ratrecon1_total,0.000338
rr_map,1389,1389,1,loop,Maple_Ratrecon,0.000103
rr_cpp_ext,1390,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1390,1390,1,loop,Ratrecon1_total,0.000324
rr_map,1390,1390,1,loop,Maple_Ratrecon,0.000107
rr_cpp_ext,1391,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,1391,1391,1,loop,Ratrecon1_total,0.000329
rr_map,1391,1391,1,loop,Maple_Ratrecon,0.000106
rr_cpp_ext,1392,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,1392,1392,1,loop,Ratrecon1_total,0.000343
rr_map,1392,1392,1,loop,Maple_Ratrecon,0.000118
rr_cpp_ext,1393,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1393,1393,1,loop,Ratrecon1_total,0.000388
rr_map,1393,1393,1,loop,Maple_Ratrecon,0.000103
rr_cpp_ext,1394,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1394,1394,1,loop,Ratrecon1_total,0.000317
rr_map,1394,1394,1,loop,Maple_Ratrecon,0.000101
rr_cpp_ext,1395,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1395,1395,1,loop,Ratrecon1_total,0.000327
rr_map,1395,1395,1,loop,Maple_Ratrecon,0.000101
rr_cpp_ext,1396,"-","-",proc,degU=10;degM=11,4.5e-05
rr_cpp,1396,1396,1,loop,Ratrecon1_total,0.000336
rr_map,1396,1396,1,loop,Maple_Ratrecon,0.000112
rr_cpp_ext,1397,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,1397,1397,1,loop,Ratrecon1_total,0.000369
rr_map,1397,1397,1,loop,Maple_Ratrecon,0.000112
rr_cpp_ext,1398,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,1398,1398,1,loop,Ratrecon1_total,0.00033
rr_map,1398,1398,1,loop,Maple_Ratrecon,0.000115
rr_cpp_ext,1399,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1399,1399,1,loop,Ratrecon1_total,0.000288
rr_map,1399,1399,1,loop,Maple_Ratrecon,0.000221
rr_cpp_ext,1400,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,1400,1400,1,loop,Ratrecon1_total,0.000293
rr_map,1400,1400,1,loop,Maple_Ratrecon,0.000104
rr_cpp_ext,1401,"-","-",proc,degU=10;degM=11,2.9e-05
rr_cpp,1401,1401,1,loop,Ratrecon1_total,0.00028
rr_map,1401,1401,1,loop,Maple_Ratrecon,0.000146
rr_cpp_ext,1402,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,1402,1402,1,loop,Ratrecon1_total,0.000303
rr_map,1402,1402,1,loop,Maple_Ratrecon,0.0001
rr_cpp_ext,1403,"-","-",proc,degU=10;degM=11,4.7e-05
rr_cpp,1403,1403,1,loop,Ratrecon1_total,0.000344
rr_map,1403,1403,1,loop,Maple_Ratrecon,0.000162
rr_cpp_ext,1404,"-","-",proc,degU=10;degM=11,2.6e-05
rr_cpp,1404,1404,1,loop,Ratrecon1_total,0.000278
rr_map,1404,1404,1,loop,Maple_Ratrecon,0.000111
rr_cpp_ext,1405,"-","-",proc,degU=10;degM=11,2.4e-05
rr_cpp,1405,1405,1,loop,Ratrecon1_total,0.000243
rr_map,1405,1405,1,loop,Maple_Ratrecon,0.000118
rr_cpp_ext,1406,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1406,1406,1,loop,Ratrecon1_total,0.000307
rr_map,1406,1406,1,loop,Maple_Ratrecon,0.000118
rr_cpp_ext,1407,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1407,1407,1,loop,Ratrecon1_total,0.000317
rr_map,1407,1407,1,loop,Maple_Ratrecon,0.000114
rr_cpp_ext,1408,"-","-",proc,degU=10;degM=11,2.8e-05
rr_cpp,1408,1408,1,loop,Ratrecon1_total,0.000323
rr_map,1408,1408,1,loop,Maple_Ratrecon,0.00011
rr_cpp_ext,1409,"-","-",proc,degU=10;degM=11,2.7e-05
rr_cpp,1409,1409,1,loop,Ratrecon1_total,0.000279
rr_map,1409,1409,1,loop,Maple_Ratrecon,0.000139
rr_cpp_ext,1410,"-","-",proc,degU=10;degM=11,2.4e-05
rr_cpp,1410,1410,1,loop,Ratrecon1_total,0.000314
rr_map,1410,1410,1,loop,Maple_Ratrecon,0.000117
rr_cpp_ext,1411,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1411,1411,1,loop,Ratrecon1_total,0.000258
rr_map,1411,1411,1,loop,Maple_Ratrecon,0.000102
rr_cpp_ext,1412,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,1412,1412,1,loop,Ratrecon1_total,0.000305
rr_map,1412,1412,1,loop,Maple_Ratrecon,0.00016
rr_cpp_ext,1413,"-","-",proc,degU=10;degM=11,7.8e-05
rr_cpp,1413,1413,1,loop,Ratrecon1_total,0.00045
rr_map,1413,1413,1,loop,Maple_Ratrecon,0.000152
rr_cpp_ext,1414,"-","-",proc,degU=10;degM=11,2.8e-05
rr_cpp,1414,1414,1,loop,Ratrecon1_total,0.0003
rr_map,1414,1414,1,loop,Maple_Ratrecon,0.000159
rr_cpp_ext,1415,"-","-",proc,degU=10;degM=11,2.4e-05
rr_cpp,1415,1415,1,loop,Ratrecon1_total,0.000252
rr_map,1415,1415,1,loop,Maple_Ratrecon,0.000116
rr_cpp_ext,1416,"-","-",proc,degU=10;degM=11,2.5e-05
rr_cpp,1416,1416,1,loop,Ratrecon1_total,0.000263
rr_map,1416,1416,1,loop,Maple_Ratrecon,0.00012
rr_cpp_ext,1417,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1417,1417,1,loop,Ratrecon1_total,0.000337
rr_map,1417,1417,1,loop,Maple_Ratrecon,0.000103
rr_cpp_ext,1418,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1418,1418,1,loop,Ratrecon1_total,0.000324
rr_map,1418,1418,1,loop,Maple_Ratrecon,0.000168
rr_cpp_ext,1419,"-","-",proc,degU=10;degM=11,2.7e-05
rr_cpp,1419,1419,1,loop,Ratrecon1_total,0.000279
rr_map,1419,1419,1,loop,Maple_Ratrecon,0.000133
rr_cpp_ext,1420,"-","-",proc,degU=10;degM=11,5.4e-05
rr_cpp,1420,1420,1,loop,Ratrecon1_total,0.000608
rr_map,1420,1420,1,loop,Maple_Ratrecon,0.000133
rr_cpp_ext,1421,"-","-",proc,degU=10;degM=11,2.7e-05
rr_cpp,1421,1421,1,loop,Ratrecon1_total,0.000289
rr_map,1421,1421,1,loop,Maple_Ratrecon,0.000128
rr_cpp_ext,1422,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,1422,1422,1,loop,Ratrecon1_total,0.000267
rr_map,1422,1422,1,loop,Maple_Ratrecon,0.000141
rr_cpp_ext,1423,"-","-",proc,degU=10;degM=11,2.8e-05
rr_cpp,1423,1423,1,loop,Ratrecon1_total,0.000266
rr_map,1423,1423,1,loop,Maple_Ratrecon,0.000127
rr_cpp_ext,1424,"-","-",proc,degU=10;degM=11,2.4e-05
rr_cpp,1424,1424,1,loop,Ratrecon1_total,0.000248
rr_map,1424,1424,1,loop,Maple_Ratrecon,0.000111
rr_cpp_ext,1425,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,1425,1425,1,loop,Ratrecon1_total,0.000315
rr_map,1425,1425,1,loop,Maple_Ratrecon,0.000104
rr_cpp_ext,1426,"-","-",proc,degU=10;degM=11,4.9e-05
rr_cpp,1426,1426,1,loop,Ratrecon1_total,0.000349
rr_map,1426,1426,1,loop,Maple_Ratrecon,9.8e-05
rr_cpp_ext,1427,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,1427,1427,1,loop,Ratrecon1_total,0.000332
rr_map,1427,1427,1,loop,Maple_Ratrecon,0.000125
rr_cpp_ext,1428,"-","-",proc,degU=10;degM=11,2.9e-05
rr_cpp,1428,1428,1,loop,Ratrecon1_total,0.000289
rr_map,1428,1428,1,loop,Maple_Ratrecon,0.000157
rr_cpp_ext,1429,"-","-",proc,degU=10;degM=11,2.6e-05
rr_cpp,1429,1429,1,loop,Ratrecon1_total,0.000262
rr_map,1429,1429,1,loop,Maple_Ratrecon,0.000131
rr_cpp_ext,1430,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1430,1430,1,loop,Ratrecon1_total,0.000321
rr_map,1430,1430,1,loop,Maple_Ratrecon,0.000101
rr_cpp_ext,1431,"-","-",proc,degU=10;degM=11,3.1e-05
rr_cpp,1431,1431,1,loop,Ratrecon1_total,0.000316
rr_map,1431,1431,1,loop,Maple_Ratrecon,0.000126
rr_cpp_ext,1432,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,1432,1432,1,loop,Ratrecon1_total,0.000317
rr_map,1432,1432,1,loop,Maple_Ratrecon,0.0001
rr_cpp_ext,1433,"-","-",proc,degU=10;degM=11,4.2e-05
rr_cpp,1433,1433,1,loop,Ratrecon1_total,0.000295
rr_map,1433,1433,1,loop,Maple_Ratrecon,0.0001
rr_cpp_ext,1434,"-","-",proc,degU=10;degM=11,2.8e-05
rr_cpp,1434,1434,1,loop,Ratrecon1_total,0.000268
rr_map,1434,1434,1,loop,Maple_Ratrecon,9.2e-05
rr_cpp_ext,1435,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,1435,1435,1,loop,Ratrecon1_total,0.000323
rr_map,1435,1435,1,loop,Maple_Ratrecon,0.000104
rr_cpp_ext,1436,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,1436,1436,1,loop,Ratrecon1_total,0.00031
rr_map,1436,1436,1,loop,Maple_Ratrecon,0.000111
rr_cpp_ext,1437,"-","-",proc,degU=10;degM=11,2.9e-05
rr_cpp,1437,1437,1,loop,Ratrecon1_total,0.000268
rr_map,1437,1437,1,loop,Maple_Ratrecon,0.000119
rr_cpp_ext,1438,"-","-",proc,degU=10;degM=11,2.8e-05
rr_cpp,1438,1438,1,loop,Ratrecon1_total,0.000277
